OrderID,OrderDate,CustomerID,Age,Gender,Region,Category,Product,Quantity,UnitPrice,DiscountPct,TotalAmount,SalesChannel,PaymentMethod
983,2023-08-16,CUST8867,52,Female,Central,Beauty,Soap,1,320.24,20,256.19,Mobile App,PayPal
984,2024-04-08,CUST8004,40,Female,Central,Sports,Tennis Racket,4,561.31,0,2245.24,Online,Cash
985,2024-05-16,CUST9955,32,Other,East,Clothing,Jeans,5,222.11,0,1110.55,Online,PayPal
986,2023-05-17,CUST6878,65,Female,East,Clothing,Hat,1,777.41,0,777.41,Mobile App,Credit Card
987,2024-06-15,CUST6608,61,Female,Central,Beauty,Soap,1,400.04,10,360.04,Mobile App,Cash
988,2023-01-11,CUST3939,48,Female,East,Sports,Dumbbell,1,652.21,0,652.21,In-Store,UPI
989,2023-05-12,CUST7998,45,Other,West,Electronics,Headphones,1,645.9,10,581.31,Online,UPI
990,2024-08-13,CUST5555,66,Male,South,Sports,Football,5,567.18,10,2552.31,In-Store,Credit Card
991,2024-12-27,CUST6733,31,Male,North,Electronics,Laptop,4,169.98,10,611.93,Mobile App,Credit Card
992,2023-12-16,CUST9301,52,Other,South,Electronics,Monitor,3,772.78,15,1970.59,Mobile App,PayPal
993,2024-12-31,CUST1056,51,Female,Central,Home,Table,4,312.52,0,1250.08,Mobile App,Debit Card
994,2023-11-13,CUST6651,59,Male,South,Beauty,Lotion,2,370.26,0,740.52,In-Store,Credit Card
995,2023-09-21,CUST1789,35,Female,West,Sports,Bicycle,2,984.8,15,1674.16,Online,PayPal
996,2023-09-21,CUST2161,65,Other,East,Clothing,Hat,4,953.59,0,3814.36,In-Store,Credit Card
997,2024-12-04,CUST3523,33,Other,South,Sports,Yoga Mat,3,923.27,10,2492.83,In-Store,UPI
998,2024-04-19,CUST3460,54,Other,East,Beauty,Perfume,1,859.08,0,859.08,Mobile App,Debit Card
999,2024-08-30,CUST7513,52,Male,South,Beauty,Shampoo,1,708.43,15,602.17,Online,UPI
1000,2024-06-16,CUST5735,35,Male,South,Electronics,Monitor,5,804.44,0,4022.2,Mobile App,UPI
1001,2023-05-30,CUST5215,23,Other,East,Electronics,Tablet,4,911.77,20,2917.66,Mobile App,Debit Card
1002,2024-09-24,CUST1620,67,Male,West,Clothing,T-Shirt,5,813.12,10,3659.04,Mobile App,PayPal
1003,2024-09-11,CUST8470,19,Male,North,Electronics,Headphones,4,986.13,20,3155.62,Mobile App,UPI
1004,2024-07-20,CUST9621,69,Female,West,Electronics,Monitor,3,421.63,0,1264.89,Online,PayPal
1005,2023-07-21,CUST3809,59,Male,South,Clothing,Jeans,5,366.28,5,1739.83,In-Store,UPI
1006,2023-08-24,CUST5649,37,Male,West,Home,Sofa,5,415.1,0,2075.5,Online,Cash
1007,2023-05-04,CUST5370,31,Male,West,Home,Chair,2,218.36,0,436.72,Mobile App,UPI
1008,2023-12-31,CUST5916,53,Other,Central,Clothing,T-Shirt,3,180.47,0,541.41,In-Store,PayPal
1009,2023-11-03,CUST7575,25,Male,East,Electronics,Monitor,4,207.87,0,831.48,Online,Credit Card
1010,2023-11-14,CUST5722,30,Male,North,Electronics,Smartphone,1,675.22,0,675.22,Online,Credit Card
1011,2023-10-11,CUST2400,23,Other,West,Electronics,Tablet,4,559.05,0,2236.2,In-Store,Cash
1012,2024-02-02,CUST4695,31,Other,North,Home,Sofa,2,946.17,20,1513.87,Online,Debit Card
1013,2024-06-05,CUST7632,50,Male,East,Home,Rug,3,587.19,10,1585.41,Mobile App,PayPal
1014,2023-12-21,CUST7339,50,Male,West,Home,Rug,5,638.19,0,3190.95,In-Store,PayPal
1015,2024-12-31,CUST2832,42,Female,East,Home,Rug,4,525.62,5,1997.36,Mobile App,Cash
1016,2024-01-15,CUST1666,38,Female,Central,Beauty,Perfume,2,799.54,15,1359.22,In-Store,PayPal
1017,2023-04-20,CUST8956,31,Male,East,Beauty,Soap,2,453.5,10,816.3,Mobile App,Cash
1018,2024-06-22,CUST8896,57,Female,West,Sports,Dumbbell,2,249.77,0,499.54,Mobile App,UPI
1019,2023-05-08,CUST9914,28,Male,Central,Home,Rug,2,636.95,0,1273.9,In-Store,Debit Card
1020,2024-07-13,CUST4319,34,Other,West,Clothing,Hat,5,812.41,5,3858.95,In-Store,UPI
1021,2023-02-05,CUST6123,61,Female,West,Beauty,Soap,1,935.45,0,935.45,In-Store,UPI
1022,2024-05-16,CUST5536,22,Male,East,Sports,Yoga Mat,1,569.42,20,455.54,Online,Cash
1023,2024-12-02,CUST9287,43,Female,West,Electronics,Monitor,3,347.25,10,937.58,In-Store,Credit Card
1024,2024-05-27,CUST5905,69,Male,East,Home,Table,5,356.36,0,1781.8,Mobile App,Credit Card
1025,2023-09-29,CUST9001,22,Female,East,Home,Chair,3,257.38,0,772.14,Mobile App,Credit Card
1026,2024-10-01,CUST1184,54,Male,Central,Home,Lamp,1,446.79,10,402.11,Online,Debit Card
1027,2024-05-18,CUST7274,43,Other,East,Home,Table,5,885.37,0,4426.85,Online,Credit Card
1028,2024-07-20,CUST6977,45,Male,South,Sports,Dumbbell,3,354.26,20,850.22,Online,Cash
1029,2024-12-23,CUST6783,41,Other,South,Home,Table,2,689.9,0,1379.8,Mobile App,Debit Card
1030,2023-04-14,CUST3567,32,Female,West,Sports,Yoga Mat,4,782.98,0,3131.92,Mobile App,PayPal
1031,2023-04-25,CUST2178,26,Other,North,Home,Lamp,5,305.0,0,1525.0,Mobile App,Debit Card
1032,2023-08-01,CUST3228,54,Other,North,Beauty,Perfume,5,467.52,20,1870.08,Mobile App,Credit Card
1033,2024-03-01,CUST4842,44,Other,West,Home,Sofa,4,493.45,0,1973.8,Mobile App,Credit Card
1034,2023-08-18,CUST1309,37,Male,North,Clothing,T-Shirt,1,539.45,10,485.51,In-Store,UPI
1035,2023-12-24,CUST5908,24,Male,South,Sports,Tennis Racket,3,772.43,15,1969.7,Mobile App,Credit Card
1036,2024-10-29,CUST2849,37,Female,Central,Sports,Football,5,998.61,10,4493.74,In-Store,Cash
1037,2024-01-03,CUST3389,54,Female,South,Home,Sofa,1,297.74,0,297.74,Mobile App,Cash
1038,2023-06-30,CUST3823,57,Female,East,Sports,Bicycle,1,567.01,0,567.01,Online,Cash
1039,2024-06-26,CUST1497,59,Female,Central,Clothing,T-Shirt,5,311.83,0,1559.15,Online,Cash
1040,2024-09-18,CUST7147,22,Male,Central,Beauty,Lotion,4,266.09,15,904.71,Mobile App,UPI
1041,2024-07-16,CUST2088,26,Female,Central,Electronics,Tablet,3,817.03,20,1960.87,In-Store,PayPal
1042,2024-03-13,CUST4414,64,Male,West,Beauty,Lotion,1,806.28,0,806.28,Online,Cash
1043,2024-03-28,CUST4504,56,Female,South,Beauty,Soap,5,187.39,0,936.95,Mobile App,UPI
1044,2023-01-12,CUST4280,54,Female,South,Sports,Dumbbell,2,951.03,15,1616.75,Online,PayPal
1045,2023-03-23,CUST2744,34,Male,East,Sports,Bicycle,3,536.99,20,1288.78,In-Store,UPI
1046,2024-07-12,CUST4007,44,Female,Central,Clothing,T-Shirt,4,329.12,5,1250.66,In-Store,Cash
1047,2024-07-22,CUST4030,69,Male,Central,Sports,Bicycle,4,103.52,10,372.67,Mobile App,PayPal
1048,2023-10-31,CUST5674,46,Other,West,Electronics,Headphones,3,637.9,20,1530.96,Mobile App,Cash
1049,2024-01-10,CUST9722,64,Male,East,Beauty,Lotion,4,116.29,20,372.13,Mobile App,Debit Card
1050,2024-04-12,CUST6213,59,Male,South,Clothing,Jeans,5,828.46,0,4142.3,Online,Debit Card
1051,2024-08-25,CUST1747,43,Male,South,Beauty,Shampoo,4,538.69,15,1831.55,In-Store,Cash
1052,2023-03-06,CUST9875,33,Female,South,Electronics,Headphones,2,873.08,20,1396.93,In-Store,Credit Card
1053,2023-06-20,CUST9140,35,Female,West,Clothing,Jacket,2,953.38,15,1620.75,Mobile App,Cash
1054,2023-08-25,CUST7804,27,Other,Central,Sports,Yoga Mat,2,136.57,0,273.14,Online,Cash
1055,2024-07-16,CUST1633,56,Female,North,Sports,Yoga Mat,5,364.71,20,1458.84,Online,UPI
1056,2023-12-23,CUST9253,55,Female,North,Beauty,Perfume,3,982.86,0,2948.58,Mobile App,Cash
1057,2024-02-20,CUST4759,39,Male,East,Sports,Dumbbell,1,744.19,0,744.19,Online,PayPal
1058,2024-04-02,CUST7596,20,Female,Central,Sports,Yoga Mat,2,668.16,20,1069.06,In-Store,PayPal
1059,2024-11-14,CUST2217,38,Other,East,Clothing,Jacket,1,671.25,0,671.25,Online,UPI
1060,2024-05-08,CUST9142,41,Female,South,Sports,Tennis Racket,5,294.46,5,1398.68,Online,Cash
1061,2023-02-05,CUST2922,58,Female,North,Clothing,Jacket,2,277.74,0,555.48,In-Store,Debit Card
1062,2024-08-27,CUST5549,62,Other,Central,Sports,Bicycle,3,583.13,15,1486.98,Mobile App,Debit Card
1063,2023-03-12,CUST6681,48,Other,Central,Sports,Bicycle,2,948.57,15,1612.57,Online,Cash
1064,2023-08-12,CUST1973,64,Other,North,Electronics,Tablet,4,558.4,0,2233.6,In-Store,Credit Card
1065,2024-12-25,CUST5098,68,Other,East,Home,Rug,5,325.88,15,1384.99,Online,Credit Card
1066,2023-05-22,CUST8253,33,Female,West,Sports,Bicycle,4,675.17,0,2700.68,Online,Debit Card
1067,2023-06-27,CUST6125,38,Other,West,Sports,Yoga Mat,1,651.19,0,651.19,Mobile App,Cash
1068,2023-11-26,CUST1772,25,Female,Central,Electronics,Headphones,4,772.39,10,2780.6,In-Store,Cash
1069,2023-01-03,CUST1747,54,Female,East,Electronics,Smartphone,4,462.99,0,1851.96,In-Store,PayPal
1070,2023-11-20,CUST6291,48,Male,Central,Sports,Football,3,641.44,15,1635.67,Mobile App,Debit Card
1071,2024-10-03,CUST6346,61,Other,West,Sports,Football,4,351.73,5,1336.57,In-Store,Cash
1072,2023-07-20,CUST8226,26,Other,North,Home,Lamp,1,79.19,0,79.19,Mobile App,Debit Card
1073,2024-08-06,CUST2521,66,Other,South,Home,Rug,5,986.17,0,4930.85,Online,UPI
1074,2024-09-27,CUST2780,53,Male,Central,Home,Rug,2,542.15,20,867.44,Online,Debit Card
1075,2023-04-15,CUST6492,44,Male,North,Beauty,Soap,1,546.94,5,519.59,Online,Credit Card
1076,2024-06-25,CUST4667,55,Male,West,Beauty,Soap,2,47.74,0,95.48,Online,UPI
1077,2023-06-01,CUST9835,67,Female,North,Home,Table,1,787.03,15,668.98,Online,Debit Card
1078,2023-02-26,CUST6623,31,Female,East,Home,Lamp,5,986.52,0,4932.6,In-Store,UPI
1079,2023-08-16,CUST5703,46,Female,Central,Beauty,Shampoo,3,506.7,0,1520.1,In-Store,PayPal
1080,2023-01-16,CUST8041,32,Other,West,Sports,Bicycle,3,480.95,5,1370.71,Online,UPI
1081,2024-02-04,CUST2526,58,Female,East,Clothing,Hat,4,24.8,0,99.2,Mobile App,Debit Card
1082,2024-01-08,CUST2896,68,Male,South,Beauty,Lotion,5,683.8,5,3248.05,Mobile App,Credit Card
1083,2024-08-13,CUST8053,19,Other,Central,Clothing,Hat,4,578.22,20,1850.3,Mobile App,UPI
1084,2023-09-01,CUST3521,56,Male,Central,Sports,Football,1,563.98,15,479.38,In-Store,UPI
1085,2023-03-24,CUST5053,19,Male,North,Sports,Tennis Racket,3,293.2,0,879.6,In-Store,PayPal
1086,2024-09-30,CUST3372,65,Other,Central,Electronics,Smartphone,1,824.05,15,700.44,In-Store,Cash
1087,2023-03-21,CUST4763,33,Male,South,Sports,Bicycle,2,803.73,0,1607.46,Online,Credit Card
1088,2023-01-09,CUST7605,68,Male,South,Clothing,Shoes,1,51.18,5,48.62,Online,PayPal
1089,2023-02-25,CUST5886,34,Female,East,Clothing,T-Shirt,4,176.83,5,671.95,In-Store,Credit Card
1090,2023-01-15,CUST9561,65,Male,Central,Clothing,Jeans,4,219.91,0,879.64,Online,Credit Card
1091,2023-12-20,CUST5718,18,Male,West,Sports,Football,2,241.96,5,459.72,Online,Credit Card
1092,2023-03-21,CUST6158,65,Male,North,Clothing,Shoes,2,478.07,10,860.53,Online,Cash
1093,2024-01-21,CUST9440,64,Female,South,Sports,Bicycle,5,143.45,0,717.25,Mobile App,Debit Card
1094,2023-07-21,CUST2942,54,Male,West,Beauty,Lotion,4,448.42,0,1793.68,Mobile App,UPI
1095,2024-02-26,CUST4611,45,Male,Central,Clothing,T-Shirt,3,489.42,0,1468.26,In-Store,Debit Card
1096,2023-02-28,CUST3062,56,Male,Central,Sports,Tennis Racket,2,75.96,0,151.92,Mobile App,Cash
1097,2024-04-15,CUST5035,41,Other,West,Clothing,Jacket,2,831.88,20,1331.01,In-Store,Credit Card
1098,2023-02-11,CUST5124,23,Male,North,Home,Rug,1,587.6,0,587.6,In-Store,Credit Card
1099,2023-07-02,CUST1863,53,Female,Central,Clothing,T-Shirt,5,257.74,20,1030.96,In-Store,PayPal
1100,2024-07-09,CUST8189,21,Male,East,Home,Rug,1,939.94,0,939.94,In-Store,PayPal
1101,2024-02-14,CUST6767,56,Other,South,Home,Chair,5,966.4,0,4832.0,Mobile App,Credit Card
1102,2024-09-12,CUST9772,50,Female,Central,Sports,Bicycle,3,210.25,0,630.75,In-Store,UPI
1103,2023-11-24,CUST9746,63,Male,East,Electronics,Tablet,1,232.65,0,232.65,Mobile App,Cash
1104,2023-06-28,CUST3692,54,Female,South,Home,Table,1,811.81,5,771.22,Online,Debit Card
1105,2023-07-02,CUST2844,67,Other,Central,Home,Sofa,5,265.58,5,1261.5,Online,Cash
1106,2023-05-27,CUST8332,23,Female,West,Sports,Bicycle,2,900.86,20,1441.38,In-Store,PayPal
1107,2023-08-13,CUST6353,33,Male,West,Beauty,Lotion,3,582.51,20,1398.02,Mobile App,Credit Card
1108,2023-10-15,CUST4195,61,Male,East,Clothing,Shoes,3,116.78,20,280.27,In-Store,Cash
1109,2024-12-22,CUST3163,40,Female,Central,Electronics,Smartphone,1,309.57,5,294.09,Mobile App,Credit Card
1110,2024-07-11,CUST4730,47,Other,East,Beauty,Lipstick,1,678.44,0,678.44,Online,Debit Card
1111,2023-01-27,CUST6984,33,Other,East,Electronics,Smartphone,3,103.27,5,294.32,Mobile App,UPI
1112,2023-07-03,CUST9035,58,Male,West,Clothing,T-Shirt,4,440.45,0,1761.8,In-Store,Debit Card
1113,2024-08-12,CUST6051,67,Other,North,Sports,Tennis Racket,4,376.45,5,1430.51,Online,Debit Card
1114,2024-06-30,CUST4832,52,Male,South,Sports,Bicycle,4,422.88,5,1606.94,Mobile App,PayPal
1115,2023-01-25,CUST7911,68,Male,North,Electronics,Tablet,1,451.02,15,383.37,Online,PayPal
1116,2024-11-10,CUST7081,68,Other,South,Sports,Yoga Mat,2,474.63,15,806.87,Online,Cash
1117,2023-12-27,CUST2548,35,Male,North,Home,Rug,4,23.29,0,93.16,In-Store,Cash
1118,2023-06-04,CUST4606,68,Female,East,Sports,Dumbbell,4,720.26,10,2592.94,Mobile App,PayPal
1119,2023-06-18,CUST3631,28,Other,Central,Beauty,Perfume,2,433.13,5,822.95,Online,Cash
1120,2023-05-05,CUST3788,37,Male,Central,Electronics,Smartphone,5,976.73,10,4395.28,In-Store,Debit Card
1121,2023-01-02,CUST9172,18,Male,Central,Home,Chair,5,267.79,15,1138.11,Mobile App,PayPal
1122,2024-10-19,CUST8962,24,Female,Central,Home,Table,5,93.01,10,418.54,Mobile App,Cash
1123,2023-09-22,CUST8635,27,Male,East,Home,Table,3,274.04,20,657.7,Online,Credit Card
1124,2023-10-27,CUST2385,51,Male,South,Clothing,Jeans,5,260.38,10,1171.71,Mobile App,PayPal
1125,2023-02-14,CUST6440,28,Female,West,Home,Sofa,4,311.2,0,1244.8,Mobile App,Cash
1126,2024-08-28,CUST4291,44,Female,East,Sports,Football,2,317.05,15,538.98,Online,Debit Card
1127,2024-09-19,CUST8472,59,Male,North,Sports,Football,3,50.81,0,152.43,In-Store,Cash
1128,2023-03-18,CUST2351,22,Female,West,Clothing,Jeans,1,751.34,0,751.34,In-Store,PayPal
1129,2024-09-02,CUST2059,34,Female,East,Home,Chair,4,360.48,10,1297.73,Mobile App,PayPal
1130,2023-11-03,CUST9702,30,Female,West,Clothing,Jeans,5,726.96,0,3634.8,In-Store,Credit Card
1131,2023-04-18,CUST7176,40,Male,Central,Electronics,Monitor,1,395.47,0,395.47,Online,Credit Card
1132,2024-04-07,CUST1755,38,Female,West,Clothing,Shoes,2,419.93,0,839.86,In-Store,UPI
1133,2023-01-14,CUST4414,47,Female,South,Clothing,Jacket,4,788.5,0,3154.0,In-Store,Credit Card
1134,2023-01-16,CUST8511,31,Female,South,Electronics,Smartphone,4,906.03,0,3624.12,Online,Cash
1135,2023-04-12,CUST1885,43,Female,West,Home,Sofa,4,324.18,10,1167.05,Mobile App,PayPal
1136,2024-03-16,CUST1461,53,Female,West,Home,Sofa,1,337.08,0,337.08,Online,Cash
1137,2023-04-09,CUST1525,19,Male,West,Electronics,Laptop,4,997.54,20,3192.13,In-Store,PayPal
1138,2023-08-02,CUST3792,60,Male,East,Beauty,Lotion,1,856.54,0,856.54,In-Store,UPI
1139,2023-01-05,CUST7374,26,Male,South,Sports,Tennis Racket,4,573.42,20,1834.94,Online,Cash
1140,2023-06-01,CUST4063,49,Male,West,Beauty,Lotion,2,339.71,0,679.42,Online,PayPal
1141,2023-01-23,CUST2659,39,Other,South,Home,Sofa,2,401.45,0,802.9,Mobile App,Credit Card
1142,2023-10-07,CUST4811,53,Male,South,Beauty,Soap,5,81.7,5,388.08,In-Store,Cash
1143,2023-02-07,CUST5595,60,Other,South,Home,Rug,3,605.02,15,1542.8,Online,Cash
1144,2024-10-30,CUST2185,39,Female,East,Beauty,Perfume,5,999.37,15,4247.32,Mobile App,Debit Card
1145,2023-02-28,CUST2285,51,Female,East,Home,Table,5,696.8,15,2961.4,Mobile App,PayPal
1146,2023-03-28,CUST5204,56,Male,South,Electronics,Laptop,1,11.01,5,10.46,In-Store,Debit Card
1147,2024-10-10,CUST9382,30,Male,Central,Clothing,Hat,5,585.72,10,2635.74,Online,PayPal
1148,2023-06-24,CUST1301,36,Female,East,Electronics,Headphones,2,441.68,15,750.86,In-Store,PayPal
1149,2023-05-27,CUST1434,24,Male,East,Clothing,T-Shirt,4,503.74,5,1914.21,Online,Credit Card
1150,2024-10-27,CUST7194,69,Male,West,Home,Lamp,2,816.41,10,1469.54,Online,PayPal
1151,2023-02-28,CUST9637,66,Other,North,Home,Lamp,2,594.22,20,950.75,Online,Cash
1152,2024-12-20,CUST8230,42,Female,North,Electronics,Monitor,1,882.9,10,794.61,Mobile App,UPI
1153,2023-08-24,CUST1709,45,Male,South,Electronics,Laptop,1,329.07,0,329.07,Mobile App,PayPal
1154,2023-04-09,CUST6309,29,Other,Central,Beauty,Perfume,5,418.64,0,2093.2,In-Store,UPI
1155,2024-03-19,CUST8188,34,Male,East,Sports,Bicycle,2,63.59,15,108.1,In-Store,Credit Card
1156,2024-09-16,CUST7611,26,Male,South,Sports,Bicycle,4,616.36,5,2342.17,Mobile App,UPI
1157,2024-01-07,CUST6949,40,Other,East,Electronics,Headphones,5,388.16,15,1649.68,Mobile App,Cash
1158,2024-11-20,CUST6267,57,Other,South,Beauty,Perfume,2,29.82,20,47.71,Mobile App,UPI
1159,2024-12-17,CUST9063,39,Female,South,Electronics,Laptop,4,851.8,20,2725.76,In-Store,PayPal
1160,2024-09-23,CUST2755,63,Female,West,Clothing,Shoes,5,278.83,0,1394.15,Mobile App,Credit Card
1161,2023-10-20,CUST8081,61,Male,Central,Beauty,Shampoo,2,558.3,10,1004.94,In-Store,PayPal
1162,2023-07-20,CUST8180,39,Female,West,Beauty,Lipstick,3,597.75,0,1793.25,In-Store,Debit Card
1163,2024-12-05,CUST6452,67,Other,South,Beauty,Soap,2,216.3,15,367.71,Mobile App,UPI
1164,2024-09-10,CUST9283,69,Male,West,Sports,Dumbbell,3,931.17,10,2514.16,In-Store,Credit Card
1165,2023-09-28,CUST2286,34,Female,West,Home,Table,2,618.62,5,1175.38,In-Store,UPI
1166,2024-11-24,CUST6786,48,Male,West,Sports,Yoga Mat,4,959.85,0,3839.4,Mobile App,PayPal
1167,2023-05-24,CUST6973,35,Female,North,Electronics,Smartphone,5,490.2,0,2451.0,Mobile App,Credit Card
1168,2024-09-26,CUST4657,64,Male,West,Clothing,Jacket,5,398.52,20,1594.08,Online,Cash
1169,2024-12-30,CUST6101,43,Female,South,Beauty,Lipstick,2,281.9,10,507.42,Online,UPI
1170,2023-09-05,CUST7261,26,Female,North,Clothing,Hat,3,147.8,0,443.4,Mobile App,UPI
1171,2023-03-25,CUST1299,56,Other,North,Electronics,Tablet,3,751.08,5,2140.58,Online,PayPal
1172,2023-03-03,CUST9967,66,Male,South,Sports,Football,1,112.97,0,112.97,In-Store,Cash
1173,2023-09-02,CUST9948,29,Other,West,Clothing,Jeans,2,232.39,20,371.82,In-Store,Credit Card
1174,2023-01-17,CUST2734,65,Female,Central,Beauty,Lotion,4,448.65,0,1794.6,Mobile App,Debit Card
1175,2024-05-03,CUST9421,67,Female,North,Home,Sofa,2,559.47,0,1118.94,In-Store,Credit Card
1176,2024-09-09,CUST4260,37,Female,South,Beauty,Lipstick,2,681.99,0,1363.98,Mobile App,Debit Card
1177,2023-10-16,CUST9131,24,Male,Central,Sports,Bicycle,3,461.18,20,1106.83,In-Store,Cash
1178,2024-10-12,CUST6648,54,Male,East,Home,Lamp,1,858.0,10,772.2,Online,Debit Card
1179,2023-05-29,CUST3808,39,Female,South,Sports,Dumbbell,4,833.57,0,3334.28,In-Store,Cash
1180,2024-06-14,CUST2620,34,Female,Central,Sports,Football,1,650.07,10,585.06,Online,Credit Card
1181,2024-12-05,CUST1548,23,Female,South,Sports,Football,3,267.91,0,803.73,Mobile App,Credit Card
1182,2023-05-23,CUST4260,33,Male,West,Sports,Tennis Racket,4,889.86,15,3025.52,In-Store,Debit Card
1183,2024-04-14,CUST9697,63,Male,West,Sports,Dumbbell,1,709.7,0,709.7,Mobile App,UPI
1184,2024-11-10,CUST4712,59,Male,South,Clothing,Hat,1,345.55,10,311.0,In-Store,Cash
1185,2023-05-18,CUST3542,56,Other,South,Sports,Football,2,416.7,0,833.4,Mobile App,Cash
1186,2024-05-20,CUST9472,52,Other,Central,Home,Table,3,599.97,10,1619.92,In-Store,PayPal
1187,2024-09-09,CUST7113,21,Female,East,Home,Chair,5,209.68,5,995.98,In-Store,Credit Card
1188,2024-07-06,CUST2140,36,Female,Central,Clothing,T-Shirt,4,349.59,10,1258.52,Mobile App,PayPal
1189,2023-09-22,CUST8430,31,Female,Central,Sports,Tennis Racket,2,511.62,15,869.75,Mobile App,Cash
1190,2023-08-10,CUST3261,37,Other,South,Clothing,T-Shirt,2,527.47,10,949.45,In-Store,Debit Card
1191,2023-09-18,CUST1703,46,Other,Central,Clothing,Hat,1,858.75,0,858.75,Online,Cash
1192,2024-12-14,CUST9401,68,Female,Central,Home,Lamp,1,124.86,0,124.86,In-Store,Debit Card
1193,2024-06-05,CUST3628,38,Other,East,Clothing,Jeans,1,990.36,0,990.36,Online,Cash
1194,2023-10-21,CUST9143,37,Other,West,Home,Table,5,380.79,10,1713.56,Mobile App,PayPal
1195,2023-07-08,CUST5076,47,Female,East,Beauty,Shampoo,2,734.29,0,1468.58,In-Store,Cash
1196,2023-03-12,CUST6432,36,Other,North,Electronics,Laptop,1,499.67,0,499.67,In-Store,Cash
1197,2023-12-26,CUST7260,54,Male,East,Beauty,Lipstick,4,417.66,5,1587.11,Mobile App,PayPal
1198,2023-04-25,CUST4307,35,Female,West,Sports,Bicycle,1,891.21,0,891.21,In-Store,Cash
1199,2023-06-26,CUST7513,52,Other,South,Clothing,Jeans,4,486.21,5,1847.6,Online,PayPal
1200,2024-06-03,CUST3471,49,Male,South,Home,Table,5,41.7,0,208.5,Online,Cash
1201,2024-06-04,CUST5784,19,Other,East,Clothing,Shoes,5,626.09,15,2660.88,In-Store,PayPal
1202,2024-02-16,CUST5248,37,Male,East,Home,Lamp,3,999.68,5,2849.09,Mobile App,Cash
1203,2023-08-16,CUST5289,35,Male,East,Electronics,Headphones,5,705.37,15,2997.82,Online,Cash
1204,2024-11-25,CUST5635,27,Female,North,Clothing,Jacket,2,913.71,15,1553.31,In-Store,PayPal
1205,2023-11-04,CUST2955,45,Female,South,Home,Sofa,4,742.75,0,2971.0,In-Store,Credit Card
1206,2023-10-23,CUST1183,21,Other,East,Sports,Bicycle,5,406.23,20,1624.92,In-Store,Credit Card
1207,2024-04-28,CUST6855,25,Other,East,Electronics,Monitor,5,79.53,0,397.65,Mobile App,UPI
1208,2024-05-04,CUST3686,48,Other,South,Home,Rug,3,918.34,0,2755.02,Mobile App,PayPal
1209,2023-12-15,CUST7321,32,Other,South,Home,Lamp,1,101.18,0,101.18,Online,Cash
1210,2023-08-03,CUST7787,69,Male,West,Sports,Yoga Mat,5,953.49,0,4767.45,Mobile App,UPI
1211,2023-04-07,CUST1197,24,Other,West,Sports,Yoga Mat,4,157.89,0,631.56,Mobile App,Credit Card
1212,2023-11-29,CUST7106,55,Other,South,Home,Chair,2,731.03,15,1242.75,Mobile App,UPI
1213,2023-11-17,CUST4957,32,Male,South,Electronics,Smartphone,1,318.06,10,286.25,Online,UPI
1214,2024-01-17,CUST6600,40,Male,South,Electronics,Monitor,2,140.82,0,281.64,Online,Credit Card
1215,2023-06-02,CUST9244,38,Other,South,Beauty,Soap,5,654.68,0,3273.4,Mobile App,Credit Card
1216,2024-06-10,CUST3451,51,Other,North,Sports,Bicycle,4,374.58,0,1498.32,Mobile App,UPI
1217,2024-11-26,CUST3006,53,Male,East,Home,Table,3,336.25,15,857.44,In-Store,PayPal
1218,2023-09-10,CUST1813,32,Other,East,Beauty,Shampoo,5,744.24,5,3535.14,In-Store,UPI
1219,2023-01-31,CUST6637,52,Other,Central,Home,Table,4,55.58,20,177.86,Mobile App,PayPal
1220,2023-10-16,CUST9163,20,Male,West,Home,Table,2,898.79,0,1797.58,Online,Cash
1221,2024-04-29,CUST9046,29,Other,Central,Sports,Bicycle,1,533.52,10,480.17,Mobile App,UPI
1222,2024-08-12,CUST9581,18,Female,South,Home,Chair,1,405.15,0,405.15,Mobile App,PayPal
1223,2023-03-31,CUST9031,27,Other,South,Clothing,Shoes,5,316.83,20,1267.32,In-Store,Cash
1224,2024-05-13,CUST3069,48,Other,North,Electronics,Monitor,1,474.59,5,450.86,Online,Cash
1225,2024-03-28,CUST9142,46,Female,Central,Home,Table,2,247.2,20,395.52,Online,Cash
1226,2024-10-15,CUST2982,34,Male,East,Beauty,Perfume,2,335.8,15,570.86,Mobile App,Debit Card
1227,2023-09-01,CUST2532,48,Other,Central,Electronics,Tablet,2,566.06,0,1132.12,Online,PayPal
1228,2023-01-08,CUST7295,25,Other,South,Electronics,Tablet,5,573.38,0,2866.9,In-Store,Credit Card
1229,2024-02-25,CUST1903,18,Female,West,Clothing,Jeans,4,358.12,5,1360.86,Online,PayPal
1230,2023-09-18,CUST5381,18,Female,South,Sports,Yoga Mat,2,234.88,10,422.78,In-Store,UPI
1231,2024-01-31,CUST2361,51,Other,Central,Home,Sofa,5,34.56,15,146.88,Mobile App,UPI
1232,2024-01-17,CUST6378,34,Male,South,Home,Sofa,1,61.97,0,61.97,In-Store,Debit Card
1233,2024-10-24,CUST3670,49,Female,East,Beauty,Lotion,5,843.56,15,3585.13,Online,Credit Card
1234,2023-09-24,CUST9405,35,Other,East,Sports,Dumbbell,5,194.88,20,779.52,In-Store,UPI
1235,2023-09-10,CUST5133,60,Male,Central,Electronics,Tablet,3,671.68,10,1813.54,Mobile App,Credit Card
